Entry,Exit,Origin,Dest,ID
229,256.33,S01UN,S14DU,RP6875
229,258.48,S01UN,S14DU,RP2604
229,258.08,S01UN,S15BS,RP1519
229,260.97,S01UN,S15BS,RP6532
229,260.28,S01UN,S15BS,RP6486
229,258.64,S01UN,S15BS,RP9348
229,263.54,S01UN,S15BS,RP1109
229,265.72,S01UN,S16MJ,RP9423
229,259.85,S01UN,S16MJ,RP1589
229,263.56,S01UN,S16MJ,RP1207
229,265.48,S01UN,S16MJ,RP8455
229,259.26,S01UN,S16MJ,RP6539
230,238.88,S01UN,S04PL,RP8196
230,237.39,S01UN,S04PL,RP5571
230,238.06,S01UN,S05M11,RP7737
230,238.56,S01UN,S05M11,RP8902
230,238.62,S01UN,S05M11,RP4848
230,243.25,S01UN,S06M10,RP7350
230,241.34,S01UN,S06M10,RP2876
230,246.93,S01UN,S06M10,RP4753
230,241.36,S01UN,S06M10,RP4245
230,244.10,S01UN,S06M10,RP1483
230,240.28,S01UN,S06M10,RP4001
230,246.37,S01UN,S07KP,RP2833
230,245.06,S01UN,S08SP,RP1420
230,247.29,S01UN,S08SP,RP7673
230,247.14,S01UN,S09AG,RP3966
230,248.50,S01UN,S09AG,RP1072
230,249.92,S01UN,S09AG,RP2633
230,247.00,S01UN,S09AG,RP7594
230,256.43,S01UN,S11FG,RP5297
230,257.65,S01UN,S11FG,RP1388
230,252.96,S01UN,S12KB,RP3869
230,255.25,S01UN,S12KB,RP3112
230,253.56,S01UN,S12KB,RP3719
230,257.03,S01UN,S13SB,RP2579
230,261.36,S01UN,S13SB,RP8529
230,263.25,S01UN,S14DU,RP8717
230,257.19,S01UN,S14DU,RP5311
230,264.62,S01UN,S15BS,RP3227
230,260.74,S01UN,S15BS,RP8934
230,264.24,S01UN,S15BS,RP4671
230,261.54,S01UN,S15BS,RP4685
230,264.60,S01UN,S15BS,RP9087
230,267.33,S01UN,S16MJ,RP2256
230,266.58,S01UN,S16MJ,RP9173
230,262.03,S01UN,S16MJ,RP8894
230,264.01,S01UN,S16MJ,RP9713
230,261.89,S01UN,S16MJ,RP7134
231,239.42,S01UN,S04PL,RP3673
231,239.67,S01UN,S04PL,RP1513
231,242.09,S01UN,S05M11,RP6532
231,243.63,S01UN,S05M11,RP2275
231,245.47,S01UN,S05M11,RP3848
231,243.09,S01UN,S06M10,RP3436
231,244.04,S01UN,S06M10,RP7166
231,243.48,S01UN,S06M10,RP7428
231,248.89,S01UN,S06M10,RP3659
231,248.37,S01UN,S06M10,RP4830
231,244.94,S01UN,S06M10,RP7115
231,244.68,S01UN,S07KP,RP4662
231,252.57,S01UN,S08SP,RP1826
231,248.02,S01UN,S08SP,RP2079
231,250.00,S01UN,S09AG,RP5173
231,252.52,S01UN,S09AG,RP5486
231,251.43,S01UN,S09AG,RP5772
231,254.57,S01UN,S09AG,RP4506
231,251.92,S01UN,S10BS,RP5873
231,255.56,S01UN,S11FG,RP5231
231,253.77,S01UN,S11FG,RP1567
231,256.78,S01UN,S12KB,RP2584
231,259.47,S01UN,S12KB,RP8448
231,255.69,S01UN,S12KB,RP6644
231,256.76,S01UN,S13SB,RP5116
231,255.67,S01UN,S13SB,RP2687
231,255.77,S01UN,S13SB,RP2951
231,259.78,S01UN,S14DU,RP5759
231,261.68,S01UN,S14DU,RP5917
231,265.01,S01UN,S15BS,RP2393
231,260.71,S01UN,S15BS,RP7465
231,265.70,S01UN,S15BS,RP6694
231,260.86,S01UN,S15BS,RP2589
231,264.45,S01UN,S15BS,RP6109
231,266.16,S01UN,S16MJ,RP2866
231,268.10,S01UN,S16MJ,RP6519
231,261.36,S01UN,S16MJ,RP4472
231,265.08,S01UN,S16MJ,RP3768
231,265.54,S01UN,S16MJ,RP2803
232,245.83,S01UN,S04PL,RP4477
232,245.72,S01UN,S04PL,RP8754
232,244.84,S01UN,S05M11,RP3568
232,244.92,S01UN,S05M11,RP2444
232,246.55,S01UN,S05M11,RP7610
232,246.22,S01UN,S06M10,RP3419
232,249.24,S01UN,S06M10,RP7574
232,248.91,S01UN,S06M10,RP7892
232,249.93,S01UN,S06M10,RP6402
232,243.11,S01UN,S06M10,RP8951
232,245.90,S01UN,S06M10,RP7034
232,248.39,S01UN,S07KP,RP9528
232,253.21,S01UN,S08SP,RP1707
232,247.86,S01UN,S08SP,RP9506
232,254.71,S01UN,S09AG,RP4068
232,254.83,S01UN,S09AG,RP6193
232,249.03,S01UN,S09AG,RP8959
232,253.72,S01UN,S09AG,RP3860
232,256.64,S01UN,S11FG,RP3935
232,252.17,S01UN,S11FG,RP2976
232,255.76,S01UN,S12KB,RP7600
232,256.54,S01UN,S12KB,RP2112
232,260.31,S01UN,S12KB,RP2363
232,262.64,S01UN,S13SB,RP4952
232,260.01,S01UN,S13SB,RP5102
232,262.79,S01UN,S14DU,RP4390
232,262.40,S01UN,S14DU,RP3710
232,260.16,S01UN,S15BS,RP5353
232,267.67,S01UN,S15BS,RP3513
232,267.25,S01UN,S15BS,RP8315
232,266.78,S01UN,S15BS,RP4339
232,267.50,S01UN,S15BS,RP3235
232,265.28,S01UN,S16MJ,RP9752
232,263.76,S01UN,S16MJ,RP1579
232,267.34,S01UN,S16MJ,RP1184
232,265.41,S01UN,S16MJ,RP1779
232,269.29,S01UN,S16MJ,RP7594
233,240.73,S01UN,S02UC,RP9233
233,242.61,S01UN,S04PL,RP8177
233,244.67,S01UN,S04PL,RP1623
233,241.67,S01UN,S05M11,RP3881
233,241.18,S01UN,S05M11,RP6142
233,241.51,S01UN,S05M11,RP6252
233,246.85,S01UN,S06M10,RP2117
233,248.32,S01UN,S06M10,RP5489
233,245.83,S01UN,S06M10,RP1315
233,246.36,S01UN,S06M10,RP6799
233,248.20,S01UN,S06M10,RP8348
233,249.63,S01UN,S06M10,RP2736
233,249.85,S01UN,S07KP,RP9639
233,254.73,S01UN,S08SP,RP8002
233,249.67,S01UN,S08SP,RP7721
233,253.26,S01UN,S09AG,RP8341
233,249.06,S01UN,S09AG,RP7907
233,254.85,S01UN,S09AG,RP6593
233,253.41,S01UN,S10BS,RP6132
233,258.02,S01UN,S11FG,RP2017
233,260.01,S01UN,S11FG,RP2845
233,262.62,S01UN,S12KB,RP7115
233,262.92,S01UN,S12KB,RP8797
233,261.04,S01UN,S12KB,RP9486
233,259.21,S01UN,S13SB,RP3817
233,263.89,S01UN,S13SB,RP8684
233,266.87,S01UN,S14DU,RP6351
233,259.98,S01UN,S14DU,RP1648
233,261.53,S01UN,S15BS,RP9447
233,266.49,S01UN,S15BS,RP6617
233,265.58,S01UN,S15BS,RP1576
233,264.73,S01UN,S15BS,RP8131
233,263.37,S01UN,S15BS,RP8574
233,270.85,S01UN,S16MJ,RP2369
233,266.41,S01UN,S16MJ,RP6031
233,265.74,S01UN,S16MJ,RP4710
233,270.21,S01UN,S16MJ,RP9081
233,266.29,S01UN,S16MJ,RP7102
234,241.75,S01UN,S04PL,RP1558
234,243.12,S01UN,S04PL,RP9657
234,242.55,S01UN,S05M11,RP2381
234,242.09,S01UN,S05M11,RP8536
234,245.12,S01UN,S05M11,RP1888
234,251.78,S01UN,S06M10,RP1454
234,246.18,S01UN,S06M10,RP9713
234,248.92,S01UN,S06M10,RP7649
234,246.39,S01UN,S06M10,RP7327
234,245.80,S01UN,S06M10,RP1791
234,247.16,S01UN,S06M10,RP2069
234,248.99,S01UN,S07KP,RP2349
234,252.34,S01UN,S07KP,RP1946
234,248.36,S01UN,S08SP,RP8539
234,257.92,S01UN,S09AG,RP1293
234,254.63,S01UN,S09AG,RP3580
234,252.64,S01UN,S09AG,RP7460
234,257.05,S01UN,S11FG,RP5037
234,261.66,S01UN,S11FG,RP9671
234,263.65,S01UN,S12KB,RP1451
234,258.16,S01UN,S12KB,RP2798
234,258.30,S01UN,S12KB,RP8327
234,263.90,S01UN,S13SB,RP3711
234,265.73,S01UN,S13SB,RP3514
234,266.76,S01UN,S14DU,RP7397
234,264.09,S01UN,S14DU,RP6397
234,262.63,S01UN,S15BS,RP3535
234,266.68,S01UN,S15BS,RP9929
234,266.49,S01UN,S15BS,RP2992
234,267.23,S01UN,S15BS,RP6458
234,264.20,S01UN,S15BS,RP8638
234,265.58,S01UN,S16MJ,RP4745
234,265.99,S01UN,S16MJ,RP6912
234,265.86,S01UN,S16MJ,RP8020
234,265.94,S01UN,S16MJ,RP6969
234,265.33,S01UN,S16MJ,RP1644
235,242.74,S01UN,S03US,RP2306
235,242.62,S01UN,S04PL,RP3239
235,241.95,S01UN,S04PL,RP2822
235,244.95,S01UN,S05M11,RP8710
235,243.59,S01UN,S05M11,RP1074
235,247.65,S01UN,S05M11,RP6992
235,250.12,S01UN,S06M10,RP7122
235,249.68,S01UN,S06M10,RP1841
235,250.20,S01UN,S06M10,RP1246
235,249.97,S01UN,S06M10,RP3552
235,245.17,S01UN,S06M10,RP5634
235,245.25,S01UN,S06M10,RP7322
235,253.96,S01UN,S07KP,RP8427
235,249.77,S01UN,S07KP,RP5956
235,251.56,S01UN,S08SP,RP3226
235,256.28,S01UN,S08SP,RP8485
235,256.78,S01UN,S09AG,RP2936
235,256.70,S01UN,S09AG,RP5669
235,258.04,S01UN,S09AG,RP2948
235,254.44,S01UN,S10BS,RP7043
235,255.21,S01UN,S11FG,RP1563
235,258.04,S01UN,S11FG,RP2557
235,259.17,S01UN,S12KB,RP8808
235,260.31,S01UN,S12KB,RP1423
235,263.10,S01UN,S12KB,RP5962
235,263.91,S01UN,S13SB,RP9333
235,266.79,S01UN,S13SB,RP6867
235,260.48,S01UN,S13SB,RP8911
235,263.49,S01UN,S14DU,RP4164
235,266.48,S01UN,S14DU,RP5924
235,264.80,S01UN,S15BS,RP6875
235,265.29,S01UN,S15BS,RP3054
235,267.35,S01UN,S15BS,RP3104
235,269.15,S01UN,S15BS,RP2148
235,268.91,S01UN,S15BS,RP8847
235,269.92,S01UN,S16MJ,RP9773
235,265.09,S01UN,S16MJ,RP8729
235,266.97,S01UN,S16MJ,RP6192
235,268.48,S01UN,S16MJ,RP3207
235,272.82,S01UN,S16MJ,RP6117
236,246.90,S01UN,S04PL,RP3740
236,246.54,S01UN,S04PL,RP5866
236,248.41,S01UN,S05M11,RP8268
236,246.37,S01UN,S05M11,RP7260
236,245.72,S01UN,S05M11,RP6585
236,253.48,S01UN,S06M10,RP9170
236,248.46,S01UN,S06M10,RP1108
236,246.11,S01UN,S06M10,RP7881
236,246.47,S01UN,S06M10,RP7089
236,250.85,S01UN,S06M10,RP2437
236,248.56,S01UN,S06M10,RP6332
236,255.56,S01UN,S07KP,RP1220
236,255.42,S01UN,S08SP,RP8375
236,252.17,S01UN,S09AG,RP2333
236,258.48,S01UN,S09AG,RP9584
236,259.55,S01UN,S09AG,RP1565
236,255.68,S01UN,S10BS,RP9758
236,256.15,S01UN,S11FG,RP9148
236,262.70,S01UN,S11FG,RP6107
236,260.39,S01UN,S12KB,RP8920
236,264.03,S01UN,S12KB,RP6212
236,258.98,S01UN,S12KB,RP1530
236,261.83,S01UN,S13SB,RP7741
236,264.75,S01UN,S13SB,RP3353
236,268.01,S01UN,S14DU,RP6652
236,269.76,S01UN,S14DU,RP9673
236,271.53,S01UN,S15BS,RP8972
236,270.19,S01UN,S15BS,RP3224
236,264.03,S01UN,S15BS,RP3920
236,269.31,S01UN,S15BS,RP5746
236,270.54,S01UN,S15BS,RP5341
236,269.20,S01UN,S16MJ,RP5227
236,266.50,S01UN,S16MJ,RP6244
236,270.48,S01UN,S16MJ,RP2996
236,268.33,S01UN,S16MJ,RP4581
236,273.98,S01UN,S16MJ,RP3498
236,272.82,S01UN,S16MJ,RP7137
237,249.25,S01UN,S04PL,RP8005
237,246.96,S01UN,S04PL,RP1601
237,249.14,S01UN,S05M11,RP7748
237,246.56,S01UN,S05M11,RP1379
237,250.97,S01UN,S05M11,RP3095
237,250.62,S01UN,S06M10,RP4523
237,252.77,S01UN,S06M10,RP2050
237,252.87,S01UN,S06M10,RP4489
237,253.38,S01UN,S06M10,RP7479
237,254.22,S01UN,S06M10,RP5299
237,247.30,S01UN,S06M10,RP2108
237,253.30,S01UN,S07KP,RP4441
237,252.88,S01UN,S08SP,RP3490
237,256.41,S01UN,S08SP,RP2422
237,258.01,S01UN,S09AG,RP6248
237,255.49,S01UN,S09AG,RP1677
237,255.85,S01UN,S09AG,RP5891
237,261.96,S01UN,S11FG,RP4014
237,257.49,S01UN,S11FG,RP3822
237,261.77,S01UN,S12KB,RP1899
237,259.26,S01UN,S12KB,RP6168
237,266.74,S01UN,S12KB,RP2872
237,268.18,S01UN,S13SB,RP8831
237,263.49,S01UN,S13SB,RP7911
237,269.11,S01UN,S14DU,RP7435
237,269.36,S01UN,S14DU,RP2828
237,272.99,S01UN,S15BS,RP7425
237,268.10,S01UN,S15BS,RP8836
237,268.93,S01UN,S15BS,RP5900
237,270.29,S01UN,S15BS,RP2402
237,267.31,S01UN,S15BS,RP2485
237,267.60,S01UN,S16MJ,RP7507
237,272.00,S01UN,S16MJ,RP5264
237,268.90,S01UN,S16MJ,RP2501
237,272.29,S01UN,S16MJ,RP1390
237,272.71,S01UN,S16MJ,RP2573
238,245.89,S01UN,S04PL,RP1409
238,247.13,S01UN,S04PL,RP9455
238,252.98,S01UN,S05M11,RP4151
238,246.25,S01UN,S05M11,RP6343
238,249.29,S01UN,S06M10,RP2042
238,253.36,S01UN,S06M10,RP3352
238,248.94,S01UN,S06M10,RP5140
238,249.58,S01UN,S06M10,RP5258
238,248.23,S01UN,S06M10,RP3889
238,255.72,S01UN,S06M10,RP8203
238,257.57,S01UN,S07KP,RP3868
238,252.84,S01UN,S07KP,RP6744
238,257.23,S01UN,S08SP,RP2007
238,256.01,S01UN,S09AG,RP9331
238,257.65,S01UN,S09AG,RP8778
238,260.28,S01UN,S09AG,RP5826
238,261.18,S01UN,S11FG,RP7359
238,264.80,S01UN,S11FG,RP4373
238,264.22,S01UN,S12KB,RP1654
238,260.28,S01UN,S12KB,RP9602
238,263.60,S01UN,S12KB,RP7732
238,266.57,S01UN,S13SB,RP1721
238,265.08,S01UN,S13SB,RP6229
238,268.81,S01UN,S14DU,RP3939
238,269.89,S01UN,S14DU,RP6319
238,269.80,S01UN,S15BS,RP7409
238,272.09,S01UN,S15BS,RP2041
238,271.52,S01UN,S15BS,RP9404
238,270.17,S01UN,S15BS,RP1670
238,272.59,S01UN,S16MJ,RP3776
238,270.48,S01UN,S16MJ,RP7609
238,272.89,S01UN,S16MJ,RP2083
238,275.04,S01UN,S16MJ,RP1096
238,275.98,S01UN,S16MJ,RP9524
238,271.03,S01UN,S16MJ,RP2621
239,246.78,S01UN,S04PL,RP4363
239,249.73,S01UN,S04PL,RP9594
239,253.64,S01UN,S05M11,RP1661
239,249.04,S01UN,S05M11,RP8094
239,252.84,S01UN,S05M11,RP5452
239,249.54,S01UN,S06M10,RP6339
239,254.61,S01UN,S06M10,RP4084
239,254.00,S01UN,S06M10,RP5006
239,251.45,S01UN,S06M10,RP2307
239,250.60,S01UN,S06M10,RP8330
239,254.42,S01UN,S06M10,RP9450
239,251.28,S01UN,S07KP,RP9374
239,255.88,S01UN,S08SP,RP9426
239,253.63,S01UN,S08SP,RP2798
239,259.91,S01UN,S09AG,RP6999
239,255.34,S01UN,S09AG,RP9328
239,260.43,S01UN,S09AG,RP3919
239,265.63,S01UN,S11FG,RP9832
239,264.84,S01UN,S11FG,RP8285
239,266.39,S01UN,S12KB,RP9040
239,268.28,S01UN,S12KB,RP1044
239,267.46,S01UN,S12KB,RP4334
239,266.09,S01UN,S13SB,RP5416
239,264.91,S01UN,S13SB,RP7412
239,270.46,S01UN,S14DU,RP1799
239,265.39,S01UN,S14DU,RP5687
239,268.48,S01UN,S15BS,RP1961
239,274.97,S01UN,S15BS,RP8461
239,273.87,S01UN,S15BS,RP1219
239,270.10,S01UN,S15BS,RP4279
239,269.00,S01UN,S15BS,RP5977
239,276.72,S01UN,S16MJ,RP1164
239,269.73,S01UN,S16MJ,RP8609
239,272.71,S01UN,S16MJ,RP4984
239,271.39,S01UN,S16MJ,RP7960
239,270.10,S01UN,S16MJ,RP3026
239,274.01,S01UN,S16MJ,RP5767
240,251.81,S01UN,S04PL,RP6374
240,249.96,S01UN,S04PL,RP6364
240,248.99,S01UN,S05M11,RP5617
240,255.75,S01UN,S05M11,RP2646
240,249.61,S01UN,S05M11,RP2852
240,250.39,S01UN,S06M10,RP3973
240,257.28,S01UN,S06M10,RP9404
240,252.34,S01UN,S06M10,RP5382
240,255.89,S01UN,S06M10,RP3319
240,256.72,S01UN,S06M10,RP3703
240,253.22,S01UN,S06M10,RP3424
240,254.16,S01UN,S07KP,RP6000
240,255.68,S01UN,S07KP,RP1906
240,257.32,S01UN,S08SP,RP2057
240,261.32,S01UN,S08SP,RP8478
240,263.75,S01UN,S09AG,RP3499
240,258.18,S01UN,S09AG,RP7916
240,260.19,S01UN,S09AG,RP9221
240,258.11,S01UN,S09AG,RP1549
240,260.47,S01UN,S11FG,RP7216
240,266.47,S01UN,S11FG,RP7426
240,264.61,S01UN,S12KB,RP5128
240,269.45,S01UN,S12KB,RP7645
240,267.51,S01UN,S12KB,RP5423
240,269.92,S01UN,S13SB,RP5252
240,268.84,S01UN,S13SB,RP6409
240,268.42,S01UN,S14DU,RP4090
240,273.28,S01UN,S14DU,RP4201
240,268.25,S01UN,S14DU,RP5281
240,273.15,S01UN,S15BS,RP9046
240,273.88,S01UN,S15BS,RP3347
240,275.58,S01UN,S15BS,RP3744
240,275.14,S01UN,S15BS,RP2301
240,268.02,S01UN,S15BS,RP1004
240,275.87,S01UN,S16MJ,RP1557
240,272.68,S01UN,S16MJ,RP3322
240,270.98,S01UN,S16MJ,RP3941
240,276.06,S01UN,S16MJ,RP2677
240,274.82,S01UN,S16MJ,RP5586
241,249.34,S01UN,S02UC,RP2524
241,250.28,S01UN,S04PL,RP6033
241,251.14,S01UN,S04PL,RP6808
241,255.38,S01UN,S05M11,RP9579
241,256.61,S01UN,S05M11,RP9538
241,255.40,S01UN,S05M11,RP2810
241,252.98,S01UN,S06M10,RP7578
241,254.02,S01UN,S06M10,RP1073
241,258.52,S01UN,S06M10,RP1906
241,257.67,S01UN,S06M10,RP2352
241,253.83,S01UN,S06M10,RP3957
241,258.84,S01UN,S06M10,RP6158
241,256.73,S01UN,S07KP,RP6014
241,258.20,S01UN,S08SP,RP5456
241,262.21,S01UN,S08SP,RP5532
241,262.58,S01UN,S09AG,RP1084
241,262.71,S01UN,S09AG,RP1480
241,257.82,S01UN,S09AG,RP5969
241,261.58,S01UN,S11FG,RP6486
241,264.10,S01UN,S11FG,RP4829
241,268.67,S01UN,S12KB,RP6836
241,265.59,S01UN,S12KB,RP6449
241,269.88,S01UN,S13SB,RP4697
241,267.98,S01UN,S13SB,RP1322
241,271.18,S01UN,S14DU,RP6054
241,274.79,S01UN,S14DU,RP8304
241,274.33,S01UN,S14DU,RP6060
241,270.52,S01UN,S15BS,RP1503
241,273.08,S01UN,S15BS,RP1886
241,269.71,S01UN,S15BS,RP4212
241,274.33,S01UN,S15BS,RP6541
241,273.46,S01UN,S15BS,RP9857
241,275.82,S01UN,S16MJ,RP2119
241,271.68,S01UN,S16MJ,RP3684
241,274.27,S01UN,S16MJ,RP1143
241,276.34,S01UN,S16MJ,RP3281
241,275.68,S01UN,S16MJ,RP1622
241,274.73,S01UN,S16MJ,RP9780
242,249.65,S01UN,S02UC,RP9631
242,251.18,S01UN,S04PL,RP4709
242,251.60,S01UN,S04PL,RP6165
242,252.36,S01UN,S05M11,RP6913
242,257.01,S01UN,S05M11,RP5435
242,258.97,S01UN,S06M10,RP5794
242,255.76,S01UN,S06M10,RP7102
242,254.35,S01UN,S06M10,RP1055
242,253.17,S01UN,S06M10,RP9361
242,254.28,S01UN,S06M10,RP4414
242,253.52,S01UN,S06M10,RP1677
242,259.15,S01UN,S07KP,RP7539
242,258.57,S01UN,S08SP,RP5813
242,262.47,S01UN,S08SP,RP9094
242,260.74,S01UN,S09AG,RP8699
242,258.37,S01UN,S09AG,RP6800
242,264.34,S01UN,S09AG,RP4112
242,262.39,S01UN,S09AG,RP8942
242,266.33,S01UN,S11FG,RP8903
242,267.65,S01UN,S11FG,RP6521
242,264.30,S01UN,S12KB,RP3192
242,271.64,S01UN,S12KB,RP6443
242,270.82,S01UN,S12KB,RP8420
242,273.32,S01UN,S13SB,RP5344
242,266.08,S01UN,S13SB,RP7122
242,268.70,S01UN,S14DU,RP2354
242,275.21,S01UN,S14DU,RP1124
242,272.37,S01UN,S14DU,RP3303
242,270.47,S01UN,S15BS,RP3039
242,275.42,S01UN,S15BS,RP2087
242,274.48,S01UN,S15BS,RP5911
242,271.04,S01UN,S15BS,RP4676
242,271.08,S01UN,S15BS,RP5404
242,272.31,S01UN,S16MJ,RP7106
242,272.31,S01UN,S16MJ,RP8687
242,279.05,S01UN,S16MJ,RP7940
242,276.40,S01UN,S16MJ,RP4741
242,274.67,S01UN,S16MJ,RP5825
242,275.29,S01UN,S16MJ,RP3228
243,251.12,S01UN,S02UC,RP7588
243,251.96,S01UN,S04PL,RP4233
243,249.23,S01UN,S04PL,RP1296
243,252.74,S01UN,S04PL,RP1615
243,251.01,S01UN,S05M11,RP8474
243,252.66,S01UN,S05M11,RP1949
243,252.68,S01UN,S05M11,RP1375
243,260.88,S01UN,S06M10,RP3817
243,257.17,S01UN,S06M10,RP7979
243,260.15,S01UN,S06M10,RP5851
243,254.34,S01UN,S06M10,RP6046
243,255.89,S01UN,S06M10,RP6657
243,256.82,S01UN,S06M10,RP4509
243,260.84,S01UN,S07KP,RP7770
243,260.03,S01UN,S07KP,RP9331
243,260.91,S01UN,S08SP,RP9159
243,258.14,S01UN,S08SP,RP6171
243,260.81,S01UN,S09AG,RP3449
243,266.41,S01UN,S09AG,RP7922
243,266.11,S01UN,S09AG,RP7824
243,264.13,S01UN,S09AG,RP8825
243,262.02,S01UN,S10BS,RP2877
243,268.70,S01UN,S11FG,RP4843
243,269.35,S01UN,S11FG,RP2408
243,265.95,S01UN,S12KB,RP8198
243,271.60,S01UN,S12KB,RP7845
243,270.10,S01UN,S13SB,RP2755
243,267.60,S01UN,S13SB,RP4362
243,269.48,S01UN,S14DU,RP7760
243,272.42,S01UN,S14DU,RP8401
243,276.26,S01UN,S15BS,RP9877
243,276.01,S01UN,S15BS,RP7924
243,272.77,S01UN,S15BS,RP9479
243,271.75,S01UN,S15BS,RP3884
243,274.08,S01UN,S15BS,RP4547
243,275.72,S01UN,S16MJ,RP5596
243,274.73,S01UN,S16MJ,RP4087
243,276.05,S01UN,S16MJ,RP9590
243,279.02,S01UN,S16MJ,RP5197
243,275.04,S01UN,S16MJ,RP1870
244,251.30,S01UN,S04PL,RP4811
244,251.96,S01UN,S04PL,RP7331
244,256.48,S01UN,S05M11,RP6499
244,256.22,S01UN,S05M11,RP7595
244,258.17,S01UN,S05M11,RP6055
244,261.95,S01UN,S06M10,RP1967
244,261.04,S01UN,S06M10,RP3569
244,255.91,S01UN,S06M10,RP1385
244,259.97,S01UN,S06M10,RP5617
244,261.12,S01UN,S06M10,RP6947
244,254.72,S01UN,S06M10,RP3369
244,259.10,S01UN,S07KP,RP3107
244,258.43,S01UN,S08SP,RP3865
244,263.41,S01UN,S09AG,RP1728
244,266.28,S01UN,S09AG,RP4182
244,264.69,S01UN,S09AG,RP2590
244,270.93,S01UN,S11FG,RP2138
244,267.46,S01UN,S11FG,RP9926
244,267.16,S01UN,S12KB,RP6823
244,266.54,S01UN,S12KB,RP8046
244,269.87,S01UN,S13SB,RP9436
244,271.52,S01UN,S13SB,RP5501
244,272.67,S01UN,S13SB,RP5629
244,274.26,S01UN,S14DU,RP1377
244,273.89,S01UN,S14DU,RP6998
244,275.34,S01UN,S15BS,RP9953
244,278.76,S01UN,S15BS,RP6849
244,272.77,S01UN,S15BS,RP9172
244,277.48,S01UN,S15BS,RP9078
244,272.77,S01UN,S15BS,RP3779
244,280.26,S01UN,S16MJ,RP1889
244,276.28,S01UN,S16MJ,RP8026
244,276.55,S01UN,S16MJ,RP6599
244,274.40,S01UN,S16MJ,RP5233
244,278.14,S01UN,S16MJ,RP2545
245,253.17,S01UN,S04PL,RP4518
245,257.85,S01UN,S04PL,RP2115
245,253.83,S01UN,S05M11,RP7014
245,255.81,S01UN,S05M11,RP3977
245,257.66,S01UN,S06M10,RP4290
245,256.22,S01UN,S06M10,RP4050
245,262.94,S01UN,S06M10,RP8749
245,261.95,S01UN,S06M10,RP2460
245,259.64,S01UN,S06M10,RP5804
245,256.64,S01UN,S06M10,RP9791
245,257.63,S01UN,S07KP,RP1350
245,259.99,S01UN,S07KP,RP7295
245,260.80,S01UN,S08SP,RP1545
245,266.68,S01UN,S09AG,RP1931
245,262.00,S01UN,S09AG,RP4064
245,262.52,S01UN,S09AG,RP8818
245,263.55,S01UN,S09AG,RP2073
245,270.38,S01UN,S11FG,RP4219
245,272.68,S01UN,S11FG,RP7044
245,271.17,S01UN,S12KB,RP2835
245,268.39,S01UN,S12KB,RP9648
245,275.89,S01UN,S13SB,RP8415
245,273.25,S01UN,S13SB,RP6316
245,276.57,S01UN,S14DU,RP2625
245,275.19,S01UN,S14DU,RP5318
245,279.86,S01UN,S15BS,RP3127
245,277.68,S01UN,S15BS,RP3428
245,276.13,S01UN,S15BS,RP1261
245,278.04,S01UN,S15BS,RP9552
245,279.93,S01UN,S16MJ,RP8174
245,275.13,S01UN,S16MJ,RP1889
245,279.75,S01UN,S16MJ,RP6972
245,280.75,S01UN,S16MJ,RP8090
245,282.30,S01UN,S16MJ,RP6746
246,255.51,S01UN,S04PL,RP5841
246,255.99,S01UN,S04PL,RP2931
246,257.92,S01UN,S05M11,RP6854
246,259.84,S01UN,S05M11,RP8103
246,256.00,S01UN,S05M11,RP9350
246,262.94,S01UN,S06M10,RP1779
246,258.95,S01UN,S06M10,RP5038
246,263.85,S01UN,S06M10,RP4511
246,257.80,S01UN,S06M10,RP7826
246,259.45,S01UN,S06M10,RP6516
246,258.25,S01UN,S06M10,RP4592
246,260.33,S01UN,S07KP,RP8579
246,265.43,S01UN,S08SP,RP3346
246,261.58,S01UN,S08SP,RP1959
246,262.79,S01UN,S09AG,RP5716
246,265.31,S01UN,S09AG,RP8278
246,262.11,S01UN,S09AG,RP2084
246,269.14,S01UN,S09AG,RP5485
246,265.99,S01UN,S10BS,RP2236
246,271.94,S01UN,S11FG,RP9732
246,266.63,S01UN,S11FG,RP4039
246,272.58,S01UN,S12KB,RP9599
246,271.14,S01UN,S12KB,RP2523
246,273.36,S01UN,S12KB,RP6228
246,274.64,S01UN,S13SB,RP5194
246,277.40,S01UN,S13SB,RP1054
246,273.49,S01UN,S14DU,RP2699
246,276.04,S01UN,S14DU,RP8776
246,278.55,S01UN,S15BS,RP7931
246,278.12,S01UN,S15BS,RP2401
246,277.80,S01UN,S15BS,RP4660
246,281.66,S01UN,S15BS,RP1943
246,276.73,S01UN,S15BS,RP5876
246,279.24,S01UN,S16MJ,RP6279
246,278.35,S01UN,S16MJ,RP7515
246,283.71,S01UN,S16MJ,RP7050
246,276.88,S01UN,S16MJ,RP6855
246,282.04,S01UN,S16MJ,RP6881
247,254.40,S01UN,S04PL,RP4430
247,254.80,S01UN,S04PL,RP6196
247,259.47,S01UN,S05M11,RP7182
247,255.96,S01UN,S05M11,RP1217
247,256.94,S01UN,S05M11,RP8779
247,260.43,S01UN,S06M10,RP9843
247,263.43,S01UN,S06M10,RP3516
247,257.64,S01UN,S06M10,RP6831
247,258.55,S01UN,S06M10,RP4857
247,263.41,S01UN,S06M10,RP9259
247,261.64,S01UN,S06M10,RP9309
247,266.44,S01UN,S07KP,RP1634
247,261.22,S01UN,S08SP,RP8955
247,262.28,S01UN,S08SP,RP9945
