Entry,Exit,Origin,Dest,ID
49,83.53,S01UN,S16MJ,RP1478
49,85.21,S01UN,S16MJ,RP1302
49,85.18,S01UN,S16MJ,RP1307
49,81.28,S01UN,S16MJ,RP6839
49,81.68,S01UN,S16MJ,RP5670
50,59.86,S01UN,S04PL,RP6562
50,59.34,S01UN,S04PL,RP2140
50,62.36,S01UN,S05M11,RP1753
50,65.03,S01UN,S05M11,RP6544
50,63.34,S01UN,S05M11,RP7163
50,67.78,S01UN,S06M10,RP4679
50,62.66,S01UN,S06M10,RP8206
50,66.20,S01UN,S06M10,RP7386
50,64.18,S01UN,S06M10,RP1791
50,60.14,S01UN,S06M10,RP7119
50,63.89,S01UN,S06M10,RP9554
50,68.07,S01UN,S07KP,RP6684
50,67.90,S01UN,S08SP,RP8642
50,71.76,S01UN,S09AG,RP1300
50,67.68,S01UN,S09AG,RP8034
50,68.92,S01UN,S09AG,RP5540
50,70.31,S01UN,S11FG,RP5838
50,72.39,S01UN,S11FG,RP7136
50,75.59,S01UN,S12KB,RP5538
50,75.21,S01UN,S12KB,RP5822
50,74.03,S01UN,S12KB,RP9239
50,75.63,S01UN,S13SB,RP2917
50,81.87,S01UN,S13SB,RP2463
50,80.55,S01UN,S13SB,RP6776
50,78.30,S01UN,S14DU,RP6668
50,82.68,S01UN,S14DU,RP2187
50,78.78,S01UN,S15BS,RP9624
50,79.94,S01UN,S15BS,RP2879
50,82.92,S01UN,S15BS,RP1271
50,80.90,S01UN,S15BS,RP9309
50,79.84,S01UN,S15BS,RP4373
50,83.39,S01UN,S16MJ,RP2234
50,82.21,S01UN,S16MJ,RP9311
50,80.78,S01UN,S16MJ,RP6262
50,86.92,S01UN,S16MJ,RP4528
50,80.84,S01UN,S16MJ,RP5363
51,59.12,S01UN,S04PL,RP7968
51,63.04,S01UN,S04PL,RP7783
51,63.70,S01UN,S05M11,RP6082
51,61.35,S01UN,S05M11,RP4171
51,66.63,S01UN,S05M11,RP8948
51,61.19,S01UN,S06M10,RP1298
51,68.94,S01UN,S06M10,RP8828
51,67.51,S01UN,S06M10,RP5320
51,67.47,S01UN,S06M10,RP1721
51,62.83,S01UN,S06M10,RP1732
51,64.81,S01UN,S06M10,RP8170
51,66.38,S01UN,S07KP,RP9708
51,67.28,S01UN,S08SP,RP3807
51,72.74,S01UN,S09AG,RP7943
51,73.11,S01UN,S09AG,RP1158
51,71.72,S01UN,S09AG,RP4495
51,69.90,S01UN,S10BS,RP4662
51,71.90,S01UN,S11FG,RP4930
51,71.59,S01UN,S11FG,RP7797
51,76.34,S01UN,S12KB,RP9525
51,80.97,S01UN,S12KB,RP5260
51,82.95,S01UN,S13SB,RP7326
51,77.68,S01UN,S13SB,RP8459
51,82.45,S01UN,S14DU,RP8875
51,77.31,S01UN,S14DU,RP3656
51,83.67,S01UN,S15BS,RP6359
51,82.36,S01UN,S15BS,RP7101
51,81.61,S01UN,S15BS,RP1277
51,83.80,S01UN,S15BS,RP2431
51,86.69,S01UN,S15BS,RP6484
51,85.54,S01UN,S16MJ,RP5871
51,82.40,S01UN,S16MJ,RP5169
51,81.12,S01UN,S16MJ,RP2594
51,87.71,S01UN,S16MJ,RP8077
51,86.68,S01UN,S16MJ,RP9251
52,61.89,S01UN,S04PL,RP1237
52,65.65,S01UN,S04PL,RP2071
52,60.81,S01UN,S05M11,RP9427
52,67.64,S01UN,S05M11,RP1668
52,61.61,S01UN,S05M11,RP1217
52,68.54,S01UN,S06M10,RP6773
52,67.85,S01UN,S06M10,RP8446
52,67.03,S01UN,S06M10,RP6043
52,69.73,S01UN,S06M10,RP1842
52,65.03,S01UN,S06M10,RP7060
52,69.36,S01UN,S06M10,RP1329
52,68.83,S01UN,S07KP,RP3239
52,72.73,S01UN,S08SP,RP2908
52,73.13,S01UN,S08SP,RP4273
52,71.27,S01UN,S09AG,RP5937
52,73.94,S01UN,S09AG,RP8998
52,72.72,S01UN,S09AG,RP3744
52,72.13,S01UN,S09AG,RP2305
52,72.38,S01UN,S10BS,RP9698
52,73.60,S01UN,S11FG,RP5182
52,79.94,S01UN,S11FG,RP7547
52,80.88,S01UN,S12KB,RP9041
52,81.40,S01UN,S12KB,RP6640
52,77.73,S01UN,S12KB,RP9328
52,80.89,S01UN,S13SB,RP3289
52,81.72,S01UN,S13SB,RP5445
52,76.78,S01UN,S13SB,RP9433
52,85.18,S01UN,S14DU,RP3495
52,84.03,S01UN,S14DU,RP9737
52,87.27,S01UN,S15BS,RP2735
52,83.38,S01UN,S15BS,RP3788
52,83.27,S01UN,S15BS,RP4358
52,87.56,S01UN,S15BS,RP1553
52,85.57,S01UN,S15BS,RP8490
52,83.67,S01UN,S16MJ,RP3126
52,84.97,S01UN,S16MJ,RP8583
52,85.84,S01UN,S16MJ,RP5781
52,84.79,S01UN,S16MJ,RP3674
52,85.74,S01UN,S16MJ,RP2804
53,59.28,S01UN,S04PL,RP5651
53,64.25,S01UN,S04PL,RP5396
53,68.90,S01UN,S05M11,RP4424
53,64.25,S01UN,S05M11,RP9240
53,62.20,S01UN,S05M11,RP3809
53,66.43,S01UN,S06M10,RP1646
53,64.20,S01UN,S06M10,RP7216
53,65.33,S01UN,S06M10,RP3537
53,68.09,S01UN,S06M10,RP8878
53,67.69,S01UN,S06M10,RP3749
53,70.10,S01UN,S06M10,RP1029
53,69.17,S01UN,S07KP,RP9694
53,69.48,S01UN,S08SP,RP6385
53,68.37,S01UN,S08SP,RP2897
53,70.78,S01UN,S09AG,RP7634
53,72.54,S01UN,S09AG,RP1437
53,73.17,S01UN,S09AG,RP2980
53,73.21,S01UN,S09AG,RP3103
53,77.39,S01UN,S10BS,RP8934
53,79.65,S01UN,S11FG,RP5944
53,76.56,S01UN,S11FG,RP4276
53,81.26,S01UN,S12KB,RP7287
53,80.92,S01UN,S12KB,RP9516
53,78.17,S01UN,S12KB,RP2241
53,82.37,S01UN,S13SB,RP5441
53,78.25,S01UN,S13SB,RP2144
53,82.83,S01UN,S14DU,RP9599
53,86.47,S01UN,S14DU,RP9674
53,83.82,S01UN,S15BS,RP9183
53,84.74,S01UN,S15BS,RP7265
53,81.90,S01UN,S15BS,RP2972
53,87.84,S01UN,S15BS,RP2858
53,82.99,S01UN,S15BS,RP2015
53,89.47,S01UN,S16MJ,RP4584
53,88.01,S01UN,S16MJ,RP8490
53,88.51,S01UN,S16MJ,RP7524
53,84.43,S01UN,S16MJ,RP3305
53,86.54,S01UN,S16MJ,RP8948
54,64.06,S01UN,S04PL,RP3289
54,65.82,S01UN,S04PL,RP8643
54,63.52,S01UN,S05M11,RP4880
54,67.20,S01UN,S05M11,RP5709
54,64.25,S01UN,S06M10,RP8827
54,65.33,S01UN,S06M10,RP1861
54,70.55,S01UN,S06M10,RP5691
54,68.15,S01UN,S06M10,RP5033
54,67.22,S01UN,S06M10,RP3033
54,64.17,S01UN,S06M10,RP9724
54,67.20,S01UN,S07KP,RP2529
54,73.97,S01UN,S07KP,RP7952
54,73.29,S01UN,S08SP,RP3010
54,75.54,S01UN,S09AG,RP6949
54,77.30,S01UN,S09AG,RP1002
54,75.33,S01UN,S09AG,RP6815
54,81.33,S01UN,S11FG,RP4741
54,74.25,S01UN,S11FG,RP1559
54,77.31,S01UN,S12KB,RP2465
54,76.55,S01UN,S12KB,RP2425
54,83.53,S01UN,S12KB,RP5309
54,81.65,S01UN,S13SB,RP7410
54,80.82,S01UN,S13SB,RP7919
54,87.99,S01UN,S14DU,RP9749
54,83.06,S01UN,S14DU,RP4650
54,86.62,S01UN,S14DU,RP6492
54,89.06,S01UN,S15BS,RP9813
54,83.15,S01UN,S15BS,RP8188
54,89.99,S01UN,S15BS,RP4653
54,82.94,S01UN,S15BS,RP6603
54,82.44,S01UN,S15BS,RP9192
54,86.04,S01UN,S16MJ,RP2497
54,87.89,S01UN,S16MJ,RP4403
54,87.83,S01UN,S16MJ,RP3368
54,86.06,S01UN,S16MJ,RP9107
54,89.58,S01UN,S16MJ,RP6563
55,68.75,S01UN,S04PL,RP1212
55,64.43,S01UN,S04PL,RP9494
55,69.31,S01UN,S05M11,RP3171
55,65.23,S01UN,S05M11,RP1238
55,66.50,S01UN,S05M11,RP9732
55,67.08,S01UN,S06M10,RP9345
55,72.84,S01UN,S06M10,RP7046
55,72.98,S01UN,S06M10,RP9437
55,65.39,S01UN,S06M10,RP5258
55,71.87,S01UN,S06M10,RP3792
55,66.21,S01UN,S06M10,RP6127
55,72.29,S01UN,S07KP,RP1129
55,68.52,S01UN,S07KP,RP8167
55,75.96,S01UN,S08SP,RP9988
55,71.62,S01UN,S09AG,RP7962
55,72.50,S01UN,S09AG,RP5566
55,72.96,S01UN,S09AG,RP1803
55,82.05,S01UN,S11FG,RP6742
55,80.60,S01UN,S11FG,RP3298
55,82.12,S01UN,S12KB,RP7729
55,82.60,S01UN,S12KB,RP9147
55,78.45,S01UN,S12KB,RP6315
55,83.35,S01UN,S13SB,RP9443
55,80.16,S01UN,S13SB,RP3497
55,88.12,S01UN,S14DU,RP6109
55,86.07,S01UN,S14DU,RP1042
55,90.87,S01UN,S15BS,RP3841
55,87.51,S01UN,S15BS,RP1772
55,89.56,S01UN,S15BS,RP2596
55,87.66,S01UN,S15BS,RP7001
55,85.14,S01UN,S15BS,RP5032
55,87.52,S01UN,S16MJ,RP6070
55,86.83,S01UN,S16MJ,RP6290
55,92.64,S01UN,S16MJ,RP8816
55,90.87,S01UN,S16MJ,RP1928
55,92.95,S01UN,S16MJ,RP6817
56,62.02,S01UN,S04PL,RP8736
56,64.11,S01UN,S04PL,RP6842
56,64.13,S01UN,S05M11,RP3732
56,64.71,S01UN,S05M11,RP2636
56,66.99,S01UN,S05M11,RP8298
56,72.63,S01UN,S06M10,RP3846
56,66.41,S01UN,S06M10,RP9510
56,71.26,S01UN,S06M10,RP2420
56,67.64,S01UN,S06M10,RP3715
56,69.12,S01UN,S06M10,RP8601
56,71.37,S01UN,S06M10,RP7356
56,72.36,S01UN,S07KP,RP1838
56,73.11,S01UN,S08SP,RP2739
56,77.87,S01UN,S08SP,RP4894
56,74.81,S01UN,S09AG,RP8869
56,79.17,S01UN,S09AG,RP2395
56,74.79,S01UN,S09AG,RP6085
56,72.49,S01UN,S09AG,RP4885
56,77.61,S01UN,S10BS,RP8449
56,81.92,S01UN,S11FG,RP9275
56,80.56,S01UN,S11FG,RP1907
56,83.69,S01UN,S12KB,RP9555
56,80.43,S01UN,S12KB,RP2057
56,81.72,S01UN,S13SB,RP3933
56,84.31,S01UN,S13SB,RP1591
56,88.64,S01UN,S14DU,RP1729
56,84.09,S01UN,S14DU,RP6137
56,89.70,S01UN,S15BS,RP7313
56,84.24,S01UN,S15BS,RP2574
56,85.09,S01UN,S15BS,RP2458
56,90.31,S01UN,S15BS,RP9422
56,84.41,S01UN,S15BS,RP2938
56,91.38,S01UN,S16MJ,RP8615
56,88.62,S01UN,S16MJ,RP8322
56,90.62,S01UN,S16MJ,RP7210
56,87.52,S01UN,S16MJ,RP8530
56,91.62,S01UN,S16MJ,RP2152
57,68.75,S01UN,S04PL,RP6702
57,70.74,S01UN,S04PL,RP9047
57,70.09,S01UN,S05M11,RP3493
57,66.76,S01UN,S05M11,RP6720
57,70.87,S01UN,S05M11,RP9222
57,73.87,S01UN,S06M10,RP3691
57,70.21,S01UN,S06M10,RP4633
57,71.35,S01UN,S06M10,RP8638
57,69.04,S01UN,S06M10,RP8637
57,74.12,S01UN,S06M10,RP7510
57,69.97,S01UN,S06M10,RP1541
57,74.87,S01UN,S07KP,RP4313
57,73.87,S01UN,S08SP,RP4869
57,78.27,S01UN,S08SP,RP8467
57,77.32,S01UN,S09AG,RP9708
57,80.00,S01UN,S09AG,RP8615
57,76.14,S01UN,S09AG,RP1072
57,75.31,S01UN,S10BS,RP8535
57,79.01,S01UN,S11FG,RP5214
57,78.36,S01UN,S11FG,RP9804
57,79.08,S01UN,S12KB,RP1259
57,86.39,S01UN,S12KB,RP4836
57,84.68,S01UN,S12KB,RP6211
57,88.37,S01UN,S13SB,RP6117
57,86.56,S01UN,S13SB,RP4782
57,88.83,S01UN,S14DU,RP5995
57,88.18,S01UN,S14DU,RP5485
57,90.32,S01UN,S14DU,RP9946
57,86.64,S01UN,S15BS,RP5166
57,89.00,S01UN,S15BS,RP2127
57,91.42,S01UN,S15BS,RP4014
57,86.47,S01UN,S15BS,RP7934
57,89.47,S01UN,S15BS,RP2455
57,94.21,S01UN,S16MJ,RP4136
57,92.53,S01UN,S16MJ,RP1060
57,88.37,S01UN,S16MJ,RP8544
57,94.48,S01UN,S16MJ,RP4751
57,93.87,S01UN,S16MJ,RP8399
58,66.72,S01UN,S04PL,RP5222
58,69.91,S01UN,S04PL,RP3214
58,69.67,S01UN,S05M11,RP1929
58,67.81,S01UN,S05M11,RP6149
58,69.95,S01UN,S05M11,RP3070
58,72.47,S01UN,S06M10,RP7761
58,70.94,S01UN,S06M10,RP3729
58,68.92,S01UN,S06M10,RP1680
58,72.76,S01UN,S06M10,RP5000
58,69.69,S01UN,S06M10,RP9335
58,75.34,S01UN,S06M10,RP1846
58,77.87,S01UN,S07KP,RP6474
58,73.59,S01UN,S07KP,RP4732
58,77.71,S01UN,S08SP,RP1723
58,73.86,S01UN,S08SP,RP7639
58,80.68,S01UN,S09AG,RP1448
58,75.10,S01UN,S09AG,RP6991
58,81.79,S01UN,S09AG,RP6298
58,81.58,S01UN,S10BS,RP5427
58,81.67,S01UN,S11FG,RP8619
58,79.20,S01UN,S11FG,RP9501
58,82.81,S01UN,S12KB,RP7938
58,83.04,S01UN,S12KB,RP3322
58,82.79,S01UN,S12KB,RP1002
58,83.03,S01UN,S13SB,RP9247
58,89.28,S01UN,S13SB,RP3702
58,87.71,S01UN,S14DU,RP4508
58,84.69,S01UN,S14DU,RP1829
58,89.79,S01UN,S15BS,RP4287
58,88.06,S01UN,S15BS,RP2685
58,86.45,S01UN,S15BS,RP1327
58,86.77,S01UN,S15BS,RP5798
58,91.43,S01UN,S15BS,RP1590
58,90.78,S01UN,S16MJ,RP6990
58,89.12,S01UN,S16MJ,RP7046
58,91.27,S01UN,S16MJ,RP8595
58,95.21,S01UN,S16MJ,RP6535
58,90.24,S01UN,S16MJ,RP6971
58,90.03,S01UN,S16MJ,RP4082
59,66.30,S01UN,S03US,RP6804
59,71.51,S01UN,S04PL,RP3803
59,65.43,S01UN,S04PL,RP3432
59,68.22,S01UN,S04PL,RP7556
59,69.78,S01UN,S05M11,RP7009
59,71.06,S01UN,S05M11,RP1453
59,72.91,S01UN,S05M11,RP9009
59,73.65,S01UN,S06M10,RP3084
59,75.71,S01UN,S06M10,RP6270
59,71.18,S01UN,S06M10,RP5939
59,71.66,S01UN,S06M10,RP8761
59,70.80,S01UN,S06M10,RP8367
59,69.99,S01UN,S06M10,RP5931
59,72.60,S01UN,S07KP,RP2736
59,73.79,S01UN,S07KP,RP3784
59,76.08,S01UN,S08SP,RP5139
59,76.96,S01UN,S08SP,RP6394
59,78.54,S01UN,S09AG,RP5349
59,76.36,S01UN,S09AG,RP5726
59,75.54,S01UN,S09AG,RP1114
59,77.46,S01UN,S09AG,RP5908
59,82.69,S01UN,S10BS,RP4625
59,80.75,S01UN,S11FG,RP7064
59,83.55,S01UN,S11FG,RP2362
59,84.46,S01UN,S12KB,RP9932
59,83.34,S01UN,S12KB,RP6701
59,90.63,S01UN,S13SB,RP6658
59,87.74,S01UN,S13SB,RP5470
59,90.71,S01UN,S13SB,RP9767
59,92.64,S01UN,S14DU,RP8655
59,90.10,S01UN,S14DU,RP6831
59,85.53,S01UN,S14DU,RP2905
59,94.65,S01UN,S15BS,RP1951
59,90.15,S01UN,S15BS,RP1077
59,93.07,S01UN,S15BS,RP9675
59,89.75,S01UN,S15BS,RP6451
59,92.90,S01UN,S15BS,RP7952
59,89.04,S01UN,S16MJ,RP9521
59,95.94,S01UN,S16MJ,RP3919
59,89.21,S01UN,S16MJ,RP5416
59,93.74,S01UN,S16MJ,RP9435
59,94.63,S01UN,S16MJ,RP4191
60,73.41,S01UN,S04PL,RP9154
60,71.07,S01UN,S04PL,RP1100
60,68.67,S01UN,S05M11,RP6881
60,71.67,S01UN,S05M11,RP8917
60,73.83,S01UN,S05M11,RP9557
60,77.40,S01UN,S06M10,RP2813
60,71.06,S01UN,S06M10,RP3478
60,74.63,S01UN,S06M10,RP5388
60,74.78,S01UN,S06M10,RP5874
60,70.60,S01UN,S06M10,RP5591
60,71.72,S01UN,S06M10,RP8218
60,74.65,S01UN,S07KP,RP6169
60,79.20,S01UN,S08SP,RP7976
60,76.71,S01UN,S08SP,RP8797
60,82.68,S01UN,S09AG,RP8632
60,82.01,S01UN,S09AG,RP4470
60,83.94,S01UN,S09AG,RP9204
60,81.54,S01UN,S09AG,RP1690
60,85.10,S01UN,S10BS,RP2482
60,85.11,S01UN,S11FG,RP1029
60,85.11,S01UN,S11FG,RP8038
60,90.00,S01UN,S12KB,RP3628
60,85.59,S01UN,S12KB,RP2953
60,82.60,S01UN,S12KB,RP8399
60,85.64,S01UN,S13SB,RP6167
60,91.09,S01UN,S13SB,RP6257
60,91.56,S01UN,S14DU,RP2909
60,93.49,S01UN,S14DU,RP8197
60,88.68,S01UN,S15BS,RP7146
60,95.05,S01UN,S15BS,RP6059
60,90.95,S01UN,S15BS,RP8933
60,92.30,S01UN,S15BS,RP4716
60,94.94,S01UN,S15BS,RP9079
60,96.69,S01UN,S16MJ,RP6509
60,90.96,S01UN,S16MJ,RP3942
60,92.05,S01UN,S16MJ,RP1231
60,96.27,S01UN,S16MJ,RP9327
60,96.89,S01UN,S16MJ,RP4012
61,74.71,S01UN,S04PL,RP1334
61,69.66,S01UN,S04PL,RP1581
61,76.11,S01UN,S05M11,RP1027
61,69.41,S01UN,S05M11,RP1382
61,73.14,S01UN,S05M11,RP4756
61,77.30,S01UN,S06M10,RP6054
61,76.27,S01UN,S06M10,RP8903
61,75.12,S01UN,S06M10,RP9100
61,76.12,S01UN,S06M10,RP8949
61,75.82,S01UN,S06M10,RP5652
61,76.19,S01UN,S06M10,RP1397
61,78.23,S01UN,S07KP,RP2154
61,80.57,S01UN,S08SP,RP6890
61,75.22,S01UN,S08SP,RP8493
61,80.60,S01UN,S09AG,RP8641
61,79.30,S01UN,S09AG,RP6136
61,84.59,S01UN,S09AG,RP5165
61,85.51,S01UN,S11FG,RP4181
61,84.14,S01UN,S11FG,RP6783
61,87.02,S01UN,S12KB,RP7337
61,87.40,S01UN,S12KB,RP3018
61,86.32,S01UN,S12KB,RP6030
61,91.27,S01UN,S13SB,RP3576
61,88.57,S01UN,S13SB,RP4095
61,94.92,S01UN,S14DU,RP2982
61,94.36,S01UN,S14DU,RP3601
61,96.98,S01UN,S15BS,RP3722
61,91.02,S01UN,S15BS,RP7458
61,93.59,S01UN,S15BS,RP2918
61,94.31,S01UN,S15BS,RP8838
61,94.85,S01UN,S15BS,RP5554
61,97.67,S01UN,S16MJ,RP8641
61,96.93,S01UN,S16MJ,RP5689
61,95.52,S01UN,S16MJ,RP9748
61,91.64,S01UN,S16MJ,RP1242
61,98.43,S01UN,S16MJ,RP2107
62,71.40,S01UN,S04PL,RP4434
62,75.21,S01UN,S04PL,RP3355
62,73.83,S01UN,S04PL,RP5230
62,74.13,S01UN,S05M11,RP6252
62,73.28,S01UN,S05M11,RP2593
62,75.86,S01UN,S05M11,RP9591
62,72.56,S01UN,S06M10,RP5831
62,76.15,S01UN,S06M10,RP1012
62,76.66,S01UN,S06M10,RP7021
62,76.69,S01UN,S06M10,RP1010
62,75.31,S01UN,S06M10,RP3270
62,74.71,S01UN,S06M10,RP5450
62,81.35,S01UN,S07KP,RP2918
62,79.29,S01UN,S08SP,RP4747
62,81.97,S01UN,S08SP,RP6871
62,78.66,S01UN,S09AG,RP1456
62,83.57,S01UN,S09AG,RP9129
62,79.40,S01UN,S09AG,RP8339
62,85.70,S01UN,S10BS,RP5346
62,86.71,S01UN,S11FG,RP7129
62,86.55,S01UN,S11FG,RP6185
62,86.33,S01UN,S12KB,RP4695
62,87.15,S01UN,S12KB,RP3523
62,89.64,S01UN,S12KB,RP5355
62,89.38,S01UN,S13SB,RP4256
62,93.62,S01UN,S13SB,RP6465
62,94.99,S01UN,S14DU,RP8737
62,93.31,S01UN,S14DU,RP2066
62,90.50,S01UN,S15BS,RP4791
62,94.57,S01UN,S15BS,RP2926
62,95.61,S01UN,S15BS,RP1532
62,91.76,S01UN,S15BS,RP7870
62,96.24,S01UN,S15BS,RP6022
62,99.61,S01UN,S16MJ,RP4980
62,97.16,S01UN,S16MJ,RP2035
62,97.89,S01UN,S16MJ,RP2619
62,96.33,S01UN,S16MJ,RP6777
62,99.39,S01UN,S16MJ,RP2010
63,72.00,S01UN,S04PL,RP8436
63,76.65,S01UN,S04PL,RP3688
63,75.22,S01UN,S04PL,RP5697
63,76.69,S01UN,S05M11,RP6487
63,73.35,S01UN,S05M11,RP8195
63,73.83,S01UN,S05M11,RP5054
63,74.22,S01UN,S06M10,RP3812
63,75.00,S01UN,S06M10,RP3493
63,78.45,S01UN,S06M10,RP1089
63,76.24,S01UN,S06M10,RP5737
63,74.97,S01UN,S06M10,RP2481
63,76.33,S01UN,S06M10,RP2767
63,77.01,S01UN,S07KP,RP9337
63,79.95,S01UN,S08SP,RP5464
63,80.67,S01UN,S09AG,RP9970
63,86.02,S01UN,S09AG,RP7320
63,84.68,S01UN,S09AG,RP2925
63,82.38,S01UN,S09AG,RP1124
63,84.16,S01UN,S10BS,RP8710
63,86.70,S01UN,S11FG,RP3109
63,83.08,S01UN,S11FG,RP3899
63,92.58,S01UN,S12KB,RP5883
63,88.33,S01UN,S12KB,RP3193
63,90.33,S01UN,S12KB,RP7306
63,91.38,S01UN,S13SB,RP1212
63,91.90,S01UN,S13SB,RP7746
63,93.93,S01UN,S14DU,RP2051
63,96.94,S01UN,S14DU,RP4456
63,98.74,S01UN,S15BS,RP4881
63,91.13,S01UN,S15BS,RP9003
63,95.52,S01UN,S15BS,RP9906
63,94.89,S01UN,S15BS,RP2824
63,93.24,S01UN,S15BS,RP2263
63,94.41,S01UN,S16MJ,RP5399
63,98.30,S01UN,S16MJ,RP5331
63,99.90,S01UN,S16MJ,RP7114
63,96.27,S01UN,S16MJ,RP3046
63,95.47,S01UN,S16MJ,RP2171
64,72.87,S01UN,S04PL,RP8503
64,73.11,S01UN,S04PL,RP5507
64,78.97,S01UN,S05M11,RP8017
64,78.03,S01UN,S05M11,RP7152
64,75.30,S01UN,S06M10,RP4188
64,80.16,S01UN,S06M10,RP2604
64,75.61,S01UN,S06M10,RP9009
64,79.77,S01UN,S06M10,RP9771
64,77.11,S01UN,S06M10,RP5463
64,80.51,S01UN,S06M10,RP3734
64,77.34,S01UN,S07KP,RP4759
64,84.70,S01UN,S08SP,RP6461
64,81.53,S01UN,S08SP,RP2787
64,81.26,S01UN,S09AG,RP4930
64,81.43,S01UN,S09AG,RP8776
64,83.71,S01UN,S09AG,RP3177
64,88.60,S01UN,S11FG,RP3291
64,86.61,S01UN,S11FG,RP1302
64,88.19,S01UN,S12KB,RP9309
64,93.48,S01UN,S12KB,RP1151
64,92.53,S01UN,S12KB,RP1775
64,88.05,S01UN,S13SB,RP1954
64,92.54,S01UN,S13SB,RP6524
64,97.69,S01UN,S14DU,RP8582
64,97.13,S01UN,S14DU,RP6864
64,94.49,S01UN,S15BS,RP2947
64,95.89,S01UN,S15BS,RP7507
64,96.95,S01UN,S15BS,RP4657
64,97.19,S01UN,S15BS,RP9139
64,95.68,S01UN,S15BS,RP2051
64,97.17,S01UN,S16MJ,RP4416
64,99.28,S01UN,S16MJ,RP5174
64,96.50,S01UN,S16MJ,RP7635
64,99.23,S01UN,S16MJ,RP8747
64,97.72,S01UN,S16MJ,RP3894
65,72.35,S01UN,S04PL,RP6571
65,78.96,S01UN,S04PL,RP4569
65,74.40,S01UN,S04PL,RP6620
65,74.62,S01UN,S05M11,RP1259
65,76.52,S01UN,S05M11,RP8741
65,76.00,S01UN,S05M11,RP5275
65,75.23,S01UN,S06M10,RP9843
65,75.87,S01UN,S06M10,RP3098
65,82.70,S01UN,S06M10,RP7797
65,78.64,S01UN,S06M10,RP2666
65,82.41,S01UN,S06M10,RP9621
65,81.56,S01UN,S06M10,RP1040
65,80.69,S01UN,S07KP,RP7722
65,79.72,S01UN,S08SP,RP9360
65,84.02,S01UN,S08SP,RP2380
65,85.55,S01UN,S09AG,RP3255
65,81.96,S01UN,S09AG,RP3369
65,81.20,S01UN,S09AG,RP7421
65,87.02,S01UN,S11FG,RP6335
65,88.83,S01UN,S11FG,RP2020
65,92.71,S01UN,S12KB,RP5302
65,88.13,S01UN,S12KB,RP6439
65,93.86,S01UN,S12KB,RP6284
65,93.97,S01UN,S13SB,RP1996
65,93.05,S01UN,S13SB,RP7430
65,95.47,S01UN,S14DU,RP6775
65,96.37,S01UN,S14DU,RP9572
65,93.22,S01UN,S14DU,RP3245
65,95.69,S01UN,S15BS,RP7907
65,93.68,S01UN,S15BS,RP5950
65,96.30,S01UN,S15BS,RP1782
65,100.02,S01UN,S15BS,RP3211
65,96.60,S01UN,S15BS,RP6591
65,101.48,S01UN,S16MJ,RP1291
65,100.83,S01UN,S16MJ,RP9221
65,102.18,S01UN,S16MJ,RP3794
65,99.03,S01UN,S16MJ,RP9744
65,100.19,S01UN,S16MJ,RP4461
66,69.74,S01UN,S02UC,RP8544
66,75.39,S01UN,S03US,RP7155
66,74.00,S01UN,S04PL,RP8500
66,77.69,S01UN,S04PL,RP2061
66,77.86,S01UN,S05M11,RP2892
66,81.64,S01UN,S05M11,RP4779
66,75.28,S01UN,S05M11,RP2817
66,76.61,S01UN,S06M10,RP4691
66,78.25,S01UN,S06M10,RP4277
66,81.42,S01UN,S06M10,RP9812
66,83.42,S01UN,S06M10,RP2057
66,83.08,S01UN,S06M10,RP9804
66,83.28,S01UN,S06M10,RP2983
66,81.91,S01UN,S07KP,RP5199
66,85.37,S01UN,S08SP,RP4528
66,82.63,S01UN,S08SP,RP5501
66,86.75,S01UN,S09AG,RP7814
66,82.73,S01UN,S09AG,RP5645
66,89.64,S01UN,S09AG,RP7901
66,87.08,S01UN,S09AG,RP2440
66,93.56,S01UN,S11FG,RP6305
66,87.73,S01UN,S11FG,RP3198
66,92.07,S01UN,S12KB,RP9213
66,89.67,S01UN,S12KB,RP9154
66,95.39,S01UN,S12KB,RP1794
66,93.78,S01UN,S13SB,RP1459
66,96.55,S01UN,S13SB,RP5200
66,98.37,S01UN,S14DU,RP5646
66,94.46,S01UN,S14DU,RP8997
66,96.33,S01UN,S15BS,RP6690
66,96.44,S01UN,S15BS,RP1576
66,99.17,S01UN,S15BS,RP6899
66,97.45,S01UN,S15BS,RP3589
66,95.07,S01UN,S15BS,RP6882
66,101.97,S01UN,S16MJ,RP5193
66,103.38,S01UN,S16MJ,RP8803
66,99.40,S01UN,S16MJ,RP6030
66,103.51,S01UN,S16MJ,RP3260
66,101.68,S01UN,S16MJ,RP7054
67,76.46,S01UN,S04PL,RP3132
67,78.81,S01UN,S04PL,RP1939
67,77.01,S01UN,S05M11,RP6608
67,80.50,S01UN,S05M11,RP9758
67,77.21,S01UN,S05M11,RP6415
67,77.85,S01UN,S06M10,RP6220
67,84.23,S01UN,S06M10,RP2584
67,81.76,S01UN,S06M10,RP4865
67,80.20,S01UN,S06M10,RP5542
67,81.33,S01UN,S06M10,RP8154
67,78.41,S01UN,S06M10,RP4293
67,79.94,S01UN,S07KP,RP1835
67,83.95,S01UN,S08SP,RP4930
67,86.78,S01UN,S08SP,RP9353
67,85.70,S01UN,S09AG,RP1271
67,88.34,S01UN,S09AG,RP2718
67,83.64,S01UN,S09AG,RP4043
67,94.39,S01UN,S11FG,RP3795
